Name,Season,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected XG,Expected NpxG,Expected XAG,Expected NpxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes XG,Per 90 Minutes XAG,Per 90 Minutes XG+xAG,Per 90 Minutes NpxG,Per 90 Minutes NpxG+xAG,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard FK,Standard PK,Standard PKatt,Expected NpxG/Sh,Expected G-xG,Expected Np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,XAG,Expected XA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Playing Time Mn/MP,Starts Starts,Starts Compl,Subs Subs,Subs UnSub,Team Success OnG,Team Success OnGA,Team Success +/-,Team Success +/-90,Team Success (xG) OnxG,Team Success (xG) OnxGA,Team Success (xG) XG+/-,Team Success (xG) XG+/-90,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Voting Points,Winner,League Winner,UCL Winner,Cup Winner,Major International Continental Trophy Winner,World Cup Winner,Vote Share Overall,Vote Share Outfield
Kylian Mbappe,2023-2024,24,1998,35,30,2698,30.0,35,10,45,28,7,10,4,0,21.0,14.5,5.7,20.2,114,122,285,1.1666666666666667,0.3333333333333333,1.5,0.9333333333333333,1.2666666666666666,0.7,0.19,0.89,0.48333333333333334,0.6733333333333333,30.0,35,153,73,47.712418300653596,5.1,2.433333333333333,0.22875816993464052,0.4794520547945205,2,7,10,0.09477124183006536,6.0,6.5,801,965,83.00518134715026,12061,2391,472,536,88.05970149253731,235,288,81.59722222222221,55,67,82.08955223880598,10,5.7,5.2,1.3,40,73,44,1,122,965,936,24,5,12,10,27,6,7,0,0,0,801,5,19,98,3.2666666666666666,69,0,20,3,6,0,20,0.6666666666666666,12,0,4,1,3,0,4,2,1,1,2,4,9,44.44444444444444,5,4,0,4,4,6,2,0,1264,1,31,441,801,207,1256,133,61,45.86466165413533,62,46.616541353383454,1148,6741,3207,114,69,66,56,35,1130,285,77.08571428571429,30,25,5,2,83,29,54,1.8,50.2,30.2,20.0,0.6666666666666666,0,23,43,23,27,4,2,2,0,0,47,0,2,0.0,420,0,1.0,0.0,1.0,0.0,0.0,0.0633197648123021,0.0635881907645723
Lamine Yamal,2023-2024,16,2007,38,23,2305,25.7,6,5,11,6,0,0,4,0,5.2,5.2,6.2,11.4,123,80,350,0.23346303501945526,0.19455252918287938,0.42801556420233466,0.23346303501945526,0.42801556420233466,0.20233463035019456,0.24124513618677043,0.443579766536965,0.20233463035019456,0.443579766536965,25.7,6,61,22,36.0655737704918,2.3735408560311284,0.8560311284046693,0.09836065573770492,0.2727272727272727,0,0,0,0.08524590163934427,-0.2,-0.2,903,1132,79.77031802120142,12868,3009,572,650,88.0,262,337,77.74480712166172,44,77,57.14285714285714,5,6.2,6.5,-1.2,38,39,52,16,80,1132,1091,36,4,6,6,88,14,18,6,4,1,903,5,22,108,4.202334630350195,64,5,17,9,8,5,18,0.7003891050583658,12,0,2,1,2,1,61,40,32,15,14,18,48,37.5,30,32,0,32,20,80,11,0,1475,14,118,460,923,147,1475,160,70,43.75,58,36.25,1023,6622,3889,123,78,57,54,26,1157,350,60.6578947368421,23,12,15,1,59,35,24,0.933852140077821,52.3,30.5,21.8,0.8482490272373542,0,24,53,4,88,20,40,2,0,0,102,2,11,15.384615384615385,383,0,0.0,0.0,0.0,1.0,0.0,0.0577415950550278,0.0579863739591218
Lautaro Martinez,2023-2024,25,1997,34,32,2754,30.6,24,3,27,22,2,4,5,0,17.6,15.3,3.6,18.8,54,80,172,0.7843137254901961,0.09803921568627451,0.8823529411764706,0.7189542483660131,0.8169934640522876,0.5751633986928105,0.11764705882352941,0.69281045751634,0.5,0.6143790849673203,30.6,24,107,45,42.05607476635514,3.496732026143791,1.4705882352941175,0.22429906542056074,0.5333333333333333,0,2,4,0.14299065420560747,6.4,6.7,604,782,77.23785166240408,8821,2104,328,393,83.46055979643766,194,232,83.62068965517241,41,59,69.49152542372882,3,3.6,2.0,-0.6,36,45,21,2,80,782,734,42,4,12,3,16,1,0,0,0,0,604,6,28,102,3.333333333333333,71,0,4,16,7,4,16,0.5228758169934641,7,0,1,3,2,3,22,16,4,13,5,4,19,21.052631578947366,15,30,1,29,22,42,10,0,1176,12,88,532,564,178,1173,68,19,27.941176470588236,39,57.35294117647059,735,3228,1486,54,29,28,68,45,878,172,81.0,32,18,2,2,74,16,58,1.8954248366013071,60.9,22.5,38.4,1.2549019607843137,0,47,61,12,16,22,16,2,1,0,90,38,27,58.46153846153847,402,0,1.0,0.0,0.0,1.0,0.0,0.0606060606060606,0.0608629825889477
Martin Odegaard,2023-2024,24,1998,36,36,3181,35.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.226628895184136,0.28328611898017,0.509915014164306,0.16997167138810199,0.453257790368272,0.20963172804532582,0.2719546742209632,0.481586402266289,0.1643059490084986,0.4390934844192635,35.3,8,76,21,27.631578947368425,2.152974504249292,0.594900849858357,0.10526315789473684,0.38095238095238093,4,2,2,0.07631578947368421,0.6,0.2,1692,2006,84.3469591226321,25780,7898,907,992,91.43145161290323,635,744,85.34946236559139,91,140,65.0,10,9.6,11.2,0.4,102,160,130,13,344,2006,1887,103,55,39,3,81,13,26,21,1,0,1692,16,38,220,6.23229461756374,178,17,8,10,6,1,23,0.651558073654391,18,2,0,2,1,0,49,18,18,21,10,17,58,29.310344827586203,41,23,1,22,15,64,5,0,2326,24,244,926,1173,165,2324,81,37,45.67901234567901,38,46.913580246913575,1563,8190,3514,91,83,37,53,58,1827,202,88.36111111111111,36,23,0,1,81,25,56,1.5864022662889519,68.6,24.9,43.7,1.237960339943343,0,31,39,3,81,15,18,1,0,0,158,3,9,25.0,16,0,0.0,0.0,0.0,0.0,0.0,0.0024121815166591,0.0024224072672218
Mats Hummels,2023-2024,34,1988,27,22,1761,19.6,3,0,3,3,0,0,4,1,3.2,3.2,0.9,4.1,11,82,1,0.1530612244897959,0.0,0.1530612244897959,0.1530612244897959,0.1530612244897959,0.16326530612244897,0.04591836734693877,0.20918367346938777,0.16326530612244897,0.2091836734693877,19.6,3,18,7,38.88888888888889,0.9183673469387754,0.3571428571428571,0.16666666666666666,0.42857142857142855,0,0,0,0.17777777777777778,-0.2,-0.2,1262,1418,88.99858956276445,25463,8497,381,402,94.77611940298507,722,781,92.44558258642766,150,202,74.25742574257426,0,0.9,1.4,-0.9,9,86,6,0,82,1418,1366,50,44,3,16,3,3,0,0,0,0,1262,2,10,24,1.2244897959183672,20,0,0,3,0,1,2,0.1020408163265306,1,0,0,1,0,0,52,36,34,12,6,30,53,56.60377358490566,23,33,11,22,38,85,82,0,1649,167,698,888,76,20,1649,7,2,28.57142857142857,4,57.14285714285714,1095,5594,3224,11,13,1,7,6,1183,1,65.22222222222223,22,15,5,5,40,27,13,0.6632653061224489,31.0,26.5,4.5,0.22959183673469385,0,13,10,0,3,38,36,0,2,0,99,38,24,61.29032258064516,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Williams,2023-2024,21,2002,37,33,2712,30.1,8,16,24,8,0,0,7,1,6.0,6.0,5.7,11.7,143,66,302,0.26578073089700993,0.5315614617940199,0.7973421926910299,0.26578073089700993,0.7973421926910299,0.19933554817275748,0.1893687707641196,0.388704318936877,0.19933554817275748,0.388704318936877,30.1,8,74,24,32.432432432432435,2.458471760797342,0.7973421926910299,0.10810810810810811,0.3333333333333333,1,0,0,0.08108108108108109,-1.0,-1.0,579,828,69.92753623188406,9035,2545,321,374,85.8288770053476,196,265,73.9622641509434,43,101,42.57425742574257,16,5.7,7.5,5.3,47,26,48,22,66,828,739,85,16,8,3,185,11,57,36,8,0,579,4,47,121,4.019933554817276,72,18,19,6,6,0,24,0.7973421926910299,15,2,4,1,2,0,31,15,9,15,7,13,36,36.11111111111111,23,18,2,16,3,34,4,1,1203,14,112,372,746,148,1203,193,86,44.559585492227974,92,47.66839378238342,800,6467,3736,143,77,62,76,51,849,302,73.29729729729729,33,10,4,0,56,26,30,0.9966777408637874,38.6,25.9,12.8,0.42524916943521596,1,20,47,17,185,3,15,3,1,0,131,8,9,47.05882352941176,73,0,0.0,0.0,1.0,1.0,0.0,0.0110055781697572,0.0110522331566994
Phil Foden,2023-2024,22,2000,42,40,3436,38.1,22,9,31,22,0,0,3,0,10.3,10.3,8.4,18.7,93,168,269,0.5774278215223096,0.23622047244094488,0.8136482939632546,0.5774278215223096,0.8136482939632546,0.27034120734908135,0.2204724409448819,0.4908136482939633,0.27034120734908135,0.49081364829396323,38.1,22,126,57,45.23809523809524,3.3070866141732282,1.4960629921259843,0.1746031746031746,0.38596491228070173,4,0,0,0.08174603174603175,8.7,8.7,1511,1767,85.51216751556309,20347,3769,990,1053,94.01709401709401,388,449,86.41425389755011,68,135,50.37037037037037,9,8.4,6.9,-0.4,73,71,57,5,168,1767,1684,79,19,15,6,109,4,50,26,14,0,1511,4,49,144,3.779527559055118,111,9,9,6,8,1,21,0.5511811023622047,16,1,1,0,3,0,31,25,11,10,10,13,31,41.935483870967744,18,30,0,30,16,44,18,1,2146,22,174,785,1211,190,2146,102,47,46.07843137254902,46,45.09803921568628,1435,6921,3434,93,79,56,62,49,1753,269,81.80952380952381,40,23,2,3,91,29,62,1.627296587926509,65.4,28.8,36.6,0.9606299212598425,0,17,74,7,109,16,25,0,1,0,127,6,17,26.08695652173913,157,0,1.0,0.0,0.0,0.0,0.0,0.0236695311322177,0.0237698713096139
Rodri,2023-2024,27,1995,74,53,4882,54.4,11,12,23,11,0,0,8,1,5.199999999999999,5.199999999999999,5.1,10.2,125,441,171,0.20220588235294118,0.22058823529411764,0.4227941176470588,0.20220588235294118,0.4227941176470588,0.09558823529411764,0.09375,0.18933823529411764,0.09558823529411764,0.1875,54.4,11,93,31,33.33333333333333,1.709558823529412,0.5698529411764706,0.11827956989247312,0.3548387096774194,0,0,0,0.05591397849462365,2.8,2.8,3814,4226,90.2508282063417,63938,17648,1934,2060,93.88349514563107,1417,1543,91.83408943616331,367,449,81.73719376391982,12,5.1,8.3,3.899999999999999,64,414,93,6,441,4226,4116,102,74,21,37,56,19,8,5,0,0,3814,8,43,190,3.4926470588235294,154,3,11,7,9,6,23,0.4227941176470588,17,0,3,1,1,1,87,62,31,40,16,37,81,45.67901234567901,44,43,8,35,38,121,43,4,4699,117,762,2662,1312,123,4699,121,66,54.54545454545454,38,31.40495867768595,3009,14828,8015,125,118,26,51,50,3806,171,65.97297297297297,53,35,21,11,121,45,76,1.397058823529412,85.7,47.5,38.2,0.7022058823529412,0,55,73,10,56,38,62,1,0,0,293,54,31,63.52941176470588,1170,1,1.0,0.0,0.0,1.0,0.0,0.1763907734056987,0.1771385314155942
Ruben Dias,2023-2024,25,1997,35,32,2964,32.9,0,1,1,0,0,0,1,0,1.4,1.4,0.3,1.7,34,173,16,0.0,0.030395136778115502,0.030395136778115502,0.0,0.030395136778115502,0.0425531914893617,0.00911854103343465,0.05167173252279635,0.0425531914893617,0.05167173252279635,32.9,0,24,9,37.5,0.729483282674772,0.27355623100303955,0.0,0.0,0,0,0,0.05833333333333333,-1.4,-1.4,2469,2635,93.70018975332069,42764,13568,1039,1076,96.56133828996283,1256,1306,96.17151607963247,146,204,71.56862745098039,1,0.3,1.9,-0.3,7,220,12,3,173,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8,35,1.0638297872340425,28,0,0,5,0,2,4,0.12158054711246201,2,0,0,1,0,1,39,24,14,21,4,19,26,73.07692307692307,7,32,17,15,34,69,77,0,2877,231,1002,1600,282,34,2877,1,0,0.0,1,100.0,1996,10862,6693,34,70,1,10,7,2301,16,84.68571428571428,32,32,3,8,78,28,50,1.5197568389057752,62.2,25.4,36.8,1.1185410334346504,0,30,15,1,13,34,24,0,1,1,108,47,42,52.80898876404494,8,0,1.0,0.0,0.0,0.0,0.0,0.0012060907583295,0.0012112036336109
Toni Kroos,2023-2024,33,1990,34,24,2179,24.200000000000003,1,8,9,1,0,0,3,0,1.6,1.6,4.9,6.5,32,290,29,0.04132231404958677,0.33057851239669417,0.371900826446281,0.04132231404958677,0.371900826446281,0.06611570247933884,0.2024793388429752,0.26859504132231404,0.06611570247933884,0.26859504132231404,24.200000000000003,1,35,13,37.142857142857146,1.446280991735537,0.5371900826446281,0.02857142857142857,0.07692307692307693,10,0,0,0.045714285714285714,-0.6,-0.6,2291,2505,91.45708582834331,42164,15443,1087,1121,96.96699375557539,828,881,93.98410896708286,333,438,76.02739726027397,8,4.9,5.9,3.1,62,327,23,5,290,2505,2260,239,137,6,53,122,13,89,32,34,0,2291,6,13,100,4.132231404958677,61,34,0,4,1,0,11,0.4545454545454545,6,5,0,0,0,0,53,35,19,25,9,24,59,40.67796610169492,35,22,4,18,17,70,11,1,2656,58,546,1641,492,13,2656,8,5,62.5,3,37.5,1758,8020,4189,32,51,1,8,6,2128,29,64.08823529411765,24,10,10,5,54,21,33,1.3636363636363635,42.1,23.9,18.3,0.7561983471074379,0,17,38,3,122,17,35,0,0,0,144,8,4,66.66666666666666,291,0,1.0,1.0,0.0,0.0,0.0,0.0438715513342379,0.0440575321725965
Vinicius Junior,2023-2024,23,2000,27,23,1984,22.0,15,5,20,14,1,1,8,0,13.1,12.3,4.2,16.6,137,57,277,0.6818181818181818,0.22727272727272727,0.9090909090909091,0.6363636363636364,0.8636363636363636,0.5954545454545455,0.19090909090909092,0.7863636363636364,0.5590909090909091,0.7545454545454546,22.0,15,82,40,48.78048780487805,3.727272727272727,1.8181818181818181,0.18292682926829268,0.375,0,1,1,0.15000000000000002,1.9,1.7,499,690,72.31884057971014,7273,1443,312,370,84.32432432432432,115,171,67.2514619883041,43,76,56.57894736842105,5,4.2,4.4,0.8,30,37,20,2,57,690,663,22,4,10,22,64,7,5,0,0,0,499,5,34,79,3.590909090909091,43,1,19,8,6,2,10,0.45454545454545453,5,0,1,3,0,1,18,13,5,5,8,3,12,25.0,9,13,0,13,1,19,3,2,1058,2,51,290,733,193,1057,176,65,36.93181818181818,95,53.97727272727273,797,6384,3440,137,74,88,71,40,888,277,73.48148148148148,23,8,4,3,50,16,34,1.5454545454545454,39.3,19.3,20.0,0.9090909090909091,0,26,55,10,64,1,13,0,0,0,44,1,7,12.5,1129,0,1.0,1.0,0.0,0.0,0.0,0.1702095582692597,0.1709311127933384
Vitinha,2023-2024,23,2000,62,42,3939,43.8,12,6,18,12,0,0,4,0,9.3,9.3,6.1,15.6,66,209,227,0.27397260273972607,0.13698630136986303,0.4109589041095891,0.27397260273972607,0.4109589041095891,0.21232876712328771,0.13926940639269406,0.35159817351598177,0.21232876712328771,0.35616438356164387,43.8,12,110,36,32.72727272727273,2.5114155251141552,0.8219178082191781,0.10909090909090909,0.3333333333333333,1,0,0,0.08454545454545455,2.6999999999999997,2.6999999999999997,1852,2127,87.07099200752234,29813,7429,937,1022,91.6829745596869,704,779,90.37227214377407,134,178,75.28089887640449,6,6.1,6.6000000000000005,-0.1,57,170,43,6,209,2127,2003,116,43,8,12,77,16,21,9,3,0,1852,8,41,124,2.8310502283105023,94,8,8,3,9,2,20,0.4566210045662101,15,1,1,2,1,0,55,41,16,21,18,20,62,32.25806451612903,42,42,13,29,37,83,40,2,2572,77,382,1261,959,143,2572,96,51,53.125,42,43.75,2035,10402,4214,66,85,24,80,43,1942,227,63.53225806451613,42,26,20,6,91,40,51,1.1643835616438356,72.7,42.8,29.799999999999997,0.680365296803653,0,56,53,10,77,37,41,0,0,0,202,23,55,29.48717948717949,5,0,1.0,0.0,1.0,0.0,0.0,0.0007538067239559,0.0007570022710068
William Saliba,2023-2024,22,2001,39,39,3510,39.0,2,1,3,2,0,0,5,0,1.6,1.6,0.2,1.8,16,157,6,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.041025641025641026,0.005128205128205128,0.046153846153846156,0.041025641025641026,0.046153846153846156,39.0,2,10,3,30.0,0.2564102564102564,0.07692307692307693,0.2,0.6666666666666666,0,0,0,0.16,0.4,0.4,2635,2851,92.423710978604,43599,15948,1202,1274,94.34850863422291,1298,1373,94.5375091041515,104,150,69.33333333333334,1,0.2,0.9,0.8,6,175,6,1,157,2851,2794,55,33,3,2,3,7,0,0,0,0,2635,2,11,29,0.7435897435897436,26,0,1,2,0,0,3,0.07692307692307693,3,0,0,0,0,0,41,27,28,12,1,20,27,74.07407407407408,7,32,17,15,29,70,81,3,3093,223,1239,1720,142,15,3093,15,10,66.66666666666666,4,26.666666666666668,1992,9002,5201,16,22,1,22,13,2297,6,90.0,39,39,0,0,91,31,60,1.5384615384615385,76.1,27.9,48.2,1.235897435897436,0,24,17,0,3,29,27,0,1,0,213,72,49,59.50413223140496,8,0,0.0,0.0,0.0,0.0,0.0,0.0012060907583295,0.0012112036336109
Alex Grimaldo,2023-2024,27,1995,39,36,3235,35.9,10,14,24,10,0,0,2,0,5.7,5.7,9.1,14.8,77,162,261,0.2785515320334262,0.38997214484679665,0.6685236768802229,0.2785515320334262,0.6685236768802229,0.15877437325905294,0.25348189415041783,0.4122562674094708,0.15877437325905294,0.4122562674094708,35.9,10,84,26,30.952380952380953,2.33983286908078,0.7242339832869081,0.11904761904761904,0.38461538461538464,18,0,0,0.06785714285714287,4.3,4.3,1762,2148,82.02979515828677,24881,6698,1116,1208,92.3841059602649,500,606,82.50825082508251,88,200,44.0,14,9.1,11.1,3.9,78,79,71,22,162,2148,1801,338,35,5,11,233,192,111,60,17,1,1762,9,49,131,3.649025069637883,88,29,5,5,3,1,21,0.584958217270195,13,3,1,2,2,0,45,27,26,10,9,30,55,54.54545454545454,25,32,7,25,29,67,41,0,2465,60,429,940,1112,106,2465,48,20,41.66666666666667,23,47.91666666666667,1346,6006,3113,77,56,15,50,18,1681,261,82.94871794871794,36,29,3,0,98,26,72,2.0055710306406684,65.3,26.1,39.2,1.0919220055710308,0,15,27,3,233,29,27,1,0,0,168,12,19,38.70967741935484,2,0,1.0,0.0,1.0,1.0,0.0,0.0003015226895823,0.0003028009084027
Achraf Hakimi,2024-2025,25,1998,30,28,2472,27.5,5,7,12,5,0,0,4,0,2.9,2.9,6.2,9.1,93,183,273,0.18181818181818182,0.2545454545454545,0.43636363636363634,0.18181818181818182,0.43636363636363634,0.10545454545454545,0.22545454545454546,0.3309090909090909,0.10545454545454545,0.3309090909090909,27.5,5,41,16,39.02439024390244,1.490909090909091,0.5818181818181818,0.12195121951219512,0.3125,5,0,0,0.07073170731707316,1.1,1.1,1898,2140,88.69158878504673,26053,7482,1187,1266,93.75987361769353,573,644,88.9751552795031,63,96,65.625,7,6.2,5.3,-0.2,50,138,37,9,183,2140,1949,188,34,2,8,92,150,4,0,1,0,1898,3,32,104,3.7818181818181817,91,3,4,1,3,2,11,0.4,10,0,1,0,0,0,48,39,18,20,10,27,55,49.09090909090909,28,25,2,23,32,79,18,3,2371,40,430,980,974,81,2371,52,26,50.0,21,40.38461538461539,1384,6012,3501,93,57,21,38,15,1817,273,82.4,28,23,2,2,79,23,56,2.036363636363636,64.6,20.1,44.6,1.6218181818181818,0,27,28,13,92,32,39,0,0,0,136,9,12,42.857142857142854,484,0,1.0,1.0,1.0,0.0,0.0,0.0722388059701492,0.0741421568627451
Alexis Mac Allister,2024-2025,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,0.17301038062283738,0.17301038062283738,0.34602076124567477,0.17301038062283738,0.34602076124567477,0.09688581314878893,0.16262975778546715,0.2595155709342561,0.09688581314878893,0.2595155709342561,28.9,5,38,13,34.21052631578947,1.3148788927335642,0.44982698961937717,0.13157894736842105,0.38461538461538464,1,0,0,0.07368421052631578,2.2,2.2,1273,1524,83.53018372703413,20344,5748,658,729,90.26063100137173,493,558,88.35125448028674,89,160,55.625,5,4.7,5.6,0.3,45,122,35,2,177,1524,1403,116,35,6,3,86,9,71,26,36,0,1273,5,31,120,4.152249134948097,83,24,2,6,2,3,15,0.5190311418685122,10,3,0,2,0,0,95,58,28,51,16,55,104,52.88461538461539,49,61,6,55,22,117,29,1,1860,56,284,960,637,60,1860,42,16,38.095238095238095,21,50.0,915,3782,2018,36,43,5,31,22,1228,80,74.25714285714285,30,17,5,1,69,24,45,1.5570934256055364,64.2,24.3,39.9,1.3806228373702423,0,62,40,2,86,22,58,0,0,0,148,19,34,35.84905660377358,21,0,1.0,0.0,0.0,0.0,0.0,0.0031343283582089,0.0032169117647058
Cole Palmer,2024-2025,21,2002,43,37,3430,38.2,16,9,25,12,4,5,7,0,17.5,13.5,11.0,24.5,126,230,204,0.41884816753926696,0.23560209424083767,0.6544502617801047,0.31413612565445026,0.5497382198952879,0.45811518324607325,0.28795811518324604,0.7460732984293194,0.3534031413612565,0.6413612565445026,38.2,16,127,47,37.00787401574803,3.3246073298429315,1.2303664921465967,0.12598425196850394,0.3404255319148936,12,4,5,0.1062992125984252,-1.4999999999999998,-1.4999999999999998,1199,1559,76.90827453495831,22554,5907,499,579,86.18307426597582,496,591,83.92554991539764,176,296,59.45945945945946,9,11.0,9.5,-2.0,89,169,71,17,230,1559,1343,207,47,23,14,155,23,76,49,6,0,1199,9,48,205,5.366492146596858,136,22,16,21,8,2,16,0.41884816753926696,12,0,2,1,1,0,36,21,13,10,13,13,29,44.827586206896555,16,17,1,16,12,47,21,1,1953,25,156,857,965,150,1948,123,52,42.27642276422765,54,43.90243902439025,1234,8333,4006,126,79,43,73,38,1442,204,79.76744186046511,37,27,6,3,69,44,25,0.6544502617801047,66.8,46.1,20.7,0.5418848167539266,0,17,64,8,155,12,21,1,0,0,111,2,7,22.22222222222222,211,0,0.0,0.0,0.0,0.0,0.0,0.0314925373134328,0.0323223039215686
Declan Rice,2024-2025,25,1999,43,40,3563,39.6,4,8,12,4,0,0,7,1,3.9,3.9,6.699999999999999,10.6,95,231,108,0.10101010101010101,0.20202020202020202,0.30303030303030304,0.10101010101010101,0.30303030303030304,0.09848484848484848,0.16919191919191917,0.2676767676767677,0.09848484848484848,0.2676767676767677,39.6,4,57,17,29.82456140350877,1.4393939393939394,0.4292929292929293,0.07017543859649122,0.23529411764705882,2,0,0,0.06842105263157895,0.0999999999999999,0.0999999999999999,1860,2180,85.3211009174312,31476,8156,906,979,92.54341164453524,756,828,91.30434782608695,155,284,54.5774647887324,8,6.699999999999999,6.1,1.3,63,185,40,8,231,2180,1952,220,82,6,22,171,5,108,94,3,0,1860,8,21,126,3.1818181818181817,75,33,4,7,5,2,12,0.30303030303030304,8,2,1,1,0,0,72,40,33,31,8,22,49,44.89795918367347,27,32,14,18,33,105,61,0,2552,104,450,1268,855,92,2552,37,20,54.054054054054056,16,43.24324324324324,1391,8281,4106,95,67,16,43,38,1718,108,82.86046511627907,40,30,3,1,64,34,30,0.7575757575757576,54.8,34.0,20.8,0.5252525252525253,1,26,19,2,171,33,40,0,0,0,193,45,31,59.210526315789465,13,0,0.0,0.0,0.0,0.0,0.0,0.0019402985074626,0.0019914215686274
Denzel Dumfries,2024-2025,27,1996,36,25,2499,27.8,7,2,9,7,0,0,7,0,5.7,5.7,3.9,9.5,62,70,215,0.2517985611510791,0.07194244604316546,0.3237410071942446,0.2517985611510791,0.3237410071942446,0.20503597122302158,0.14028776978417265,0.3453237410071942,0.20503597122302158,0.34172661870503596,27.8,7,40,19,47.5,1.4388489208633093,0.6834532374100719,0.175,0.3684210526315789,0,0,0,0.14250000000000002,1.3,1.3,823,1102,74.68239564428312,13361,3913,426,494,86.23481781376519,331,452,73.23008849557522,55,100,55.00000000000001,2,3.9,3.3,-1.9,26,36,25,12,70,1102,897,201,5,2,5,79,196,0,0,0,0,823,4,35,64,2.302158273381295,44,7,3,4,4,2,4,0.14388489208633093,2,0,0,1,1,0,32,24,16,9,7,18,34,52.94117647058824,16,36,10,26,10,41,32,1,1350,45,241,557,567,109,1350,52,15,28.846153846153843,32,61.53846153846154,715,3305,1542,62,29,18,30,18,869,215,69.41666666666667,25,20,11,5,55,27,28,1.0071942446043165,47.2,26.6,20.6,0.7410071942446044,0,66,24,7,79,10,24,2,1,0,80,64,23,73.5632183908046,20,0,0.0,0.0,0.0,0.0,0.0,0.0029850746268656,0.003063725490196
Desire Doue,2024-2025,19,2005,37,24,2201,24.4,10,11,21,10,0,0,1,0,5.1,5.1,7.8,13.0,97,139,232,0.4098360655737705,0.45081967213114754,0.8606557377049181,0.4098360655737705,0.8606557377049181,0.20901639344262296,0.319672131147541,0.5286885245901639,0.20901639344262296,0.5327868852459017,24.4,10,80,27,33.75,3.278688524590164,1.1065573770491803,0.125,0.37037037037037035,0,0,0,0.06375,0.9,0.9,933,1133,82.3477493380406,13916,3351,518,570,90.87719298245615,330,399,82.70676691729322,48,88,54.54545454545454,11,7.8,5.7,-1.8,55,83,51,16,139,1133,1066,66,11,8,7,102,24,23,8,5,1,933,1,21,109,4.467213114754099,84,1,14,4,5,1,24,0.9836065573770493,15,0,4,1,3,1,48,38,15,19,14,24,51,47.05882352941176,27,26,0,26,14,61,7,0,1461,4,137,646,701,123,1461,129,57,44.18604651162791,61,47.286821705426355,899,5730,3076,97,50,47,54,37,1164,232,59.486486486486484,24,7,13,1,69,26,43,1.7622950819672132,49.2,17.5,31.6,1.2950819672131149,0,33,50,3,102,14,38,2,0,0,93,8,10,44.44444444444444,74,0,1.0,1.0,1.0,0.0,0.0,0.0110447761194029,0.0113357843137254
